sex.x,SampYear.x,lbin.x,n.x,sex.y,SampYear.y,lbin.y,n.y,ncomp,POP,SOPs
2,13,11,7,1,14,14,2,14,0,0
1,14,11,6,1,14,14,2,12,0,0
2,14,11,10,1,14,14,2,20,0,0
1,15,11,12,1,14,14,2,24,0,0
2,15,11,10,1,14,14,2,20,0,0
1,10,12,11,1,14,14,2,22,0,0
2,10,12,7,1,14,14,2,14,0,0
1,11,12,11,1,14,14,2,22,0,0
2,11,12,9,1,14,14,2,18,0,0
1,12,12,11,1,14,14,2,22,0,0
2,12,12,6,1,14,14,2,12,0,0
1,13,12,12,1,14,14,2,24,0,0
2,13,12,7,1,14,14,2,14,0,0
1,14,12,7,1,14,14,2,14,0,0
2,14,12,4,1,14,14,2,8,0,0
1,15,12,12,1,14,14,2,24,0,0
2,15,12,12,1,14,14,2,24,0,0
1,10,13,9,1,14,14,2,18,0,0
2,10,13,8,1,14,14,2,16,0,0
1,11,13,8,1,14,14,2,16,0,0
2,11,13,9,1,14,14,2,18,0,0
1,12,13,8,1,14,14,2,16,0,0
2,12,13,11,1,14,14,2,22,0,0
1,13,13,2,1,14,14,2,4,0,0
2,13,13,9,1,14,14,2,18,0,0
1,14,13,8,1,14,14,2,16,0,0
2,14,13,8,1,14,14,2,16,0,0
1,15,13,6,1,14,14,2,12,0,0
2,15,13,8,1,14,14,2,16,0,0
1,10,14,7,1,14,14,2,14,0,0
2,10,14,7,1,14,14,2,14,0,0
1,11,14,4,1,14,14,2,8,0,0
2,11,14,8,1,14,14,2,16,0,0
1,12,14,4,1,14,14,2,8,0,0
2,12,14,9,1,14,14,2,18,0,0
1,13,14,2,1,14,14,2,4,0,0
2,13,14,3,1,14,14,2,6,0,0
1,14,14,2,1,14,14,2,1,0,0
2,14,14,3,1,14,14,2,6,0,0
1,15,14,7,1,14,14,2,14,0,0
2,15,14,7,1,14,14,2,14,0,0
1,10,15,2,1,14,14,2,4,0,0
2,10,15,5,1,14,14,2,10,0,0
1,11,15,2,1,14,14,2,4,0,0
2,11,15,7,1,14,14,2,14,0,0
1,12,15,3,1,14,14,2,6,0,0
2,12,15,4,1,14,14,2,8,0,0
1,13,15,3,1,14,14,2,6,0,0
2,13,15,5,1,14,14,2,10,0,0
1,14,15,5,1,14,14,2,10,0,0
2,14,15,3,1,14,14,2,6,0,0
1,15,15,5,1,14,14,2,10,0,0
2,15,15,7,1,14,14,2,14,0,0
1,10,16,4,1,14,14,2,8,0,0
2,10,16,6,1,14,14,2,12,0,0
1,11,16,0,1,14,14,2,0,0,0
2,11,16,6,1,14,14,2,12,0,0
1,12,16,0,1,14,14,2,0,0,0
2,12,16,9,1,14,14,2,18,0,0
1,13,16,1,1,14,14,2,2,0,0
2,13,16,3,1,14,14,2,6,0,0
1,14,16,0,1,14,14,2,0,0,0
2,14,16,6,1,14,14,2,12,0,0
1,15,16,1,1,14,14,2,2,0,0
2,15,16,4,1,14,14,2,8,0,0
1,10,17,0,1,14,14,2,0,0,0
2,10,17,4,1,14,14,2,8,0,0
1,11,17,1,1,14,14,2,2,0,0
2,11,17,4,1,14,14,2,8,0,0
1,12,17,0,1,14,14,2,0,0,0
2,12,17,3,1,14,14,2,6,0,0
1,13,17,0,1,14,14,2,0,0,0
2,13,17,1,1,14,14,2,2,0,0
1,14,17,1,1,14,14,2,2,0,0
2,14,17,0,1,14,14,2,0,0,0
1,15,17,0,1,14,14,2,0,0,0
2,15,17,2,1,14,14,2,4,0,0
1,10,18,0,1,14,14,2,0,0,0
2,10,18,4,1,14,14,2,8,0,0
1,11,18,0,1,14,14,2,0,0,0
2,11,18,7,1,14,14,2,14,0,0
1,12,18,0,1,14,14,2,0,0,0
2,12,18,2,1,14,14,2,4,0,0
1,13,18,0,1,14,14,2,0,0,0
2,13,18,3,1,14,14,2,6,0,0
1,14,18,0,1,14,14,2,0,0,0
2,14,18,1,1,14,14,2,2,0,0
1,15,18,0,1,14,14,2,0,0,0
2,15,18,4,1,14,14,2,8,0,0
1,10,19,0,1,14,14,2,0,0,0
2,10,19,1,1,14,14,2,2,0,0
1,11,19,0,1,14,14,2,0,0,0
2,11,19,4,1,14,14,2,8,0,0
1,12,19,0,1,14,14,2,0,0,0
2,12,19,0,1,14,14,2,0,0,0
1,13,19,0,1,14,14,2,0,0,0
2,13,19,2,1,14,14,2,4,0,0
1,14,19,0,1,14,14,2,0,0,0
2,14,19,1,1,14,14,2,2,0,0
1,15,19,0,1,14,14,2,0,0,0
2,15,19,2,1,14,14,2,4,0,0
1,10,20,0,1,14,14,2,0,0,0
2,10,20,3,1,14,14,2,6,0,0
1,11,20,0,1,14,14,2,0,0,0
2,11,20,0,1,14,14,2,0,0,0
1,12,20,0,1,14,14,2,0,0,0
2,12,20,3,1,14,14,2,6,0,0
1,13,20,0,1,14,14,2,0,0,0
2,13,20,2,1,14,14,2,4,0,0
1,14,20,0,1,14,14,2,0,0,0
2,14,20,3,1,14,14,2,6,0,0
1,15,20,0,1,14,14,2,0,0,0
2,15,20,0,1,14,14,2,0,0,0
1,10,21,0,1,14,14,2,0,0,0
2,10,21,1,1,14,14,2,2,0,0
1,11,21,0,1,14,14,2,0,0,0
2,11,21,1,1,14,14,2,2,0,0
1,12,21,0,1,14,14,2,0,0,0
2,12,21,1,1,14,14,2,2,0,0
1,13,21,0,1,14,14,2,0,0,0
2,13,21,1,1,14,14,2,2,0,0
1,14,21,0,1,14,14,2,0,0,0
2,14,21,0,1,14,14,2,0,0,0
1,15,21,0,1,14,14,2,0,0,0
2,15,21,1,1,14,14,2,2,0,0
1,10,22,0,1,14,14,2,0,0,0
2,10,22,0,1,14,14,2,0,0,0
1,11,22,0,1,14,14,2,0,0,0
2,11,22,0,1,14,14,2,0,0,0
1,12,22,0,1,14,14,2,0,0,0
2,12,22,0,1,14,14,2,0,0,0
1,13,22,0,1,14,14,2,0,0,0
2,13,22,0,1,14,14,2,0,0,0
1,14,22,0,1,14,14,2,0,0,0
2,14,22,0,1,14,14,2,0,0,0
1,15,22,0,1,14,14,2,0,0,0
2,15,22,0,1,14,14,2,0,0,0
1,10,1,11,2,14,14,3,33,0,0
2,10,1,16,2,14,14,3,48,0,0
1,11,1,13,2,14,14,3,39,0,0
2,11,1,12,2,14,14,3,36,0,0
1,12,1,9,2,14,14,3,27,0,0
2,12,1,16,2,14,14,3,48,0,0
1,13,1,8,2,14,14,3,24,0,0
2,13,1,12,2,14,14,3,36,0,0
1,14,1,15,2,14,14,3,45,0,0
2,14,1,21,2,14,14,3,63,0,0
1,15,1,16,2,14,14,3,48,0,0
2,15,1,18,2,14,14,3,54,0,0
1,10,2,13,2,14,14,3,39,0,0
2,10,2,9,2,14,14,3,27,0,0
1,11,2,15,2,14,14,3,45,0,0
2,11,2,17,2,14,14,3,51,0,0
1,12,2,14,2,14,14,3,42,0,0
2,12,2,16,2,14,14,3,48,0,0
1,13,2,13,2,14,14,3,39,0,0
2,13,2,10,2,14,14,3,30,0,0
1,14,2,12,2,14,14,3,36,0,0
2,14,2,10,2,14,14,3,30,0,0
1,15,2,9,2,14,14,3,27,0,0
2,15,2,17,2,14,14,3,51,0,0
1,10,3,21,2,14,14,3,63,0,0
2,10,3,29,2,14,14,3,87,0,0
1,11,3,19,2,14,14,3,57,0,0
2,11,3,27,2,14,14,3,81,0,0
1,12,3,20,2,14,14,3,60,0,0
2,12,3,22,2,14,14,3,66,0,0
1,13,3,22,2,14,14,3,66,0,0
2,13,3,21,2,14,14,3,63,0,0
1,14,3,28,2,14,14,3,84,0,0
2,14,3,19,2,14,14,3,57,0,0
1,15,3,16,2,14,14,3,48,0,0
2,15,3,17,2,14,14,3,51,0,0
1,10,4,19,2,14,14,3,57,0,0
2,10,4,10,2,14,14,3,30,0,0
1,11,4,20,2,14,14,3,60,0,0
2,11,4,21,2,14,14,3,63,0,0
1,12,4,18,2,14,14,3,54,0,0
2,12,4,15,2,14,14,3,45,0,0
1,13,4,32,2,14,14,3,96,0,0
2,13,4,23,2,14,14,3,69,0,0
1,14,4,17,2,14,14,3,51,0,0
2,14,4,21,2,14,14,3,63,0,0
1,15,4,26,2,14,14,3,78,0,0
2,15,4,21,2,14,14,3,63,0,0
1,10,5,14,2,14,14,3,42,0,0
2,10,5,17,2,14,14,3,51,0,0
1,11,5,25,2,14,14,3,75,0,0
2,11,5,16,2,14,14,3,48,0,0
1,12,5,29,2,14,14,3,87,0,0
2,12,5,18,2,14,14,3,54,0,0
1,13,5,23,2,14,14,3,69,0,0
2,13,5,19,2,14,14,3,57,0,0
1,14,5,18,2,14,14,3,54,0,0
2,14,5,23,2,14,14,3,69,0,0
1,15,5,21,2,14,14,3,63,0,0
2,15,5,28,2,14,14,3,84,0,0
1,10,6,17,2,14,14,3,51,0,0
2,10,6,13,2,14,14,3,39,0,0
1,11,6,10,2,14,14,3,30,0,0
2,11,6,9,2,14,14,3,27,0,0
1,12,6,16,2,14,14,3,48,0,0
2,12,6,18,2,14,14,3,54,0,0
1,13,6,9,2,14,14,3,27,0,0
2,13,6,19,2,14,14,3,57,0,0
1,14,6,16,2,14,14,3,48,0,0
2,14,6,18,2,14,14,3,54,0,0
1,15,6,9,2,14,14,3,27,0,0
2,15,6,13,2,14,14,3,39,0,0
1,10,7,10,2,14,14,3,30,0,0
2,10,7,4,2,14,14,3,12,0,0
1,11,7,12,2,14,14,3,36,0,0
2,11,7,10,2,14,14,3,30,0,0
1,12,7,13,2,14,14,3,39,0,0
2,12,7,2,2,14,14,3,6,0,0
1,13,7,8,2,14,14,3,24,0,0
2,13,7,3,2,14,14,3,9,0,0
1,14,7,6,2,14,14,3,18,0,0
2,14,7,6,2,14,14,3,18,0,0
1,15,7,9,2,14,14,3,27,0,0
2,15,7,5,2,14,14,3,15,0,0
1,10,8,12,2,14,14,3,36,0,0
2,10,8,5,2,14,14,3,15,0,0
1,11,8,12,2,14,14,3,36,0,0
2,11,8,10,2,14,14,3,30,0,0
1,12,8,8,2,14,14,3,24,0,0
2,12,8,5,2,14,14,3,15,0,0
1,13,8,10,2,14,14,3,30,0,0
2,13,8,6,2,14,14,3,18,0,0
1,14,8,10,2,14,14,3,30,0,0
2,14,8,6,2,14,14,3,18,0,0
1,15,8,9,2,14,14,3,27,0,0
2,15,8,6,2,14,14,3,18,0,0
1,10,9,12,2,14,14,3,36,0,0
2,10,9,11,2,14,14,3,33,0,0
1,11,9,9,2,14,14,3,27,0,0
2,11,9,9,2,14,14,3,27,0,0
1,12,9,11,2,14,14,3,33,0,0
2,12,9,10,2,14,14,3,30,0,0
1,13,9,10,2,14,14,3,30,0,0
2,13,9,5,2,14,14,3,15,0,0
1,14,9,13,2,14,14,3,39,0,0
2,14,9,11,2,14,14,3,33,0,0
1,15,9,10,2,14,14,3,30,0,0
2,15,9,10,2,14,14,3,30,0,0
1,10,10,9,2,14,14,3,27,0,0
2,10,10,11,2,14,14,3,33,0,0
1,11,10,17,2,14,14,3,51,0,0
2,11,10,8,2,14,14,3,24,0,0
1,12,10,9,2,14,14,3,27,0,0
2,12,10,3,2,14,14,3,9,0,0
1,13,10,11,2,14,14,3,33,0,0
2,13,10,14,2,14,14,3,42,0,0
1,14,10,4,2,14,14,3,12,0,0
2,14,10,13,2,14,14,3,39,0,0
1,15,10,12,2,14,14,3,36,0,0
2,15,10,9,2,14,14,3,27,0,0
1,10,11,13,2,14,14,3,39,0,0
2,10,11,11,2,14,14,3,33,0,0
1,11,11,10,2,14,14,3,30,0,0
2,11,11,10,2,14,14,3,30,0,0
1,12,11,14,2,14,14,3,42,0,0
2,12,11,11,2,14,14,3,33,0,0
1,13,11,15,2,14,14,3,45,0,0
2,13,11,7,2,14,14,3,21,0,0
1,14,11,6,2,14,14,3,18,0,0
2,14,11,10,2,14,14,3,30,0,0
1,15,11,12,2,14,14,3,36,0,0
2,15,11,10,2,14,14,3,30,0,0
1,10,12,11,2,14,14,3,33,0,0
2,10,12,7,2,14,14,3,21,0,0
1,11,12,11,2,14,14,3,33,0,0
2,11,12,9,2,14,14,3,27,0,0
1,12,12,11,2,14,14,3,33,0,0
2,12,12,6,2,14,14,3,18,0,0
1,13,12,12,2,14,14,3,36,0,0
2,13,12,7,2,14,14,3,21,0,0
1,14,12,7,2,14,14,3,21,0,0
2,14,12,4,2,14,14,3,12,0,0
1,15,12,12,2,14,14,3,36,0,0
2,15,12,12,2,14,14,3,36,0,0
1,10,13,9,2,14,14,3,27,0,0
2,10,13,8,2,14,14,3,24,0,0
1,11,13,8,2,14,14,3,24,0,0
2,11,13,9,2,14,14,3,27,0,0
1,12,13,8,2,14,14,3,24,0,0
2,12,13,11,2,14,14,3,33,0,0
1,13,13,2,2,14,14,3,6,0,0
2,13,13,9,2,14,14,3,27,0,0
1,14,13,8,2,14,14,3,24,0,0
2,14,13,8,2,14,14,3,24,0,0
1,15,13,6,2,14,14,3,18,0,0
2,15,13,8,2,14,14,3,24,0,0
1,10,14,7,2,14,14,3,21,0,0
2,10,14,7,2,14,14,3,21,0,0
1,11,14,4,2,14,14,3,12,0,0
2,11,14,8,2,14,14,3,24,0,0
1,12,14,4,2,14,14,3,12,0,0
2,12,14,9,2,14,14,3,27,0,0
1,13,14,2,2,14,14,3,6,0,0
2,13,14,3,2,14,14,3,9,0,0
1,14,14,2,2,14,14,3,6,0,0
2,14,14,3,2,14,14,3,3,0,0
1,15,14,7,2,14,14,3,21,0,0
2,15,14,7,2,14,14,3,21,0,0
1,10,15,2,2,14,14,3,6,0,0
2,10,15,5,2,14,14,3,15,0,0
1,11,15,2,2,14,14,3,6,0,0
2,11,15,7,2,14,14,3,21,0,0
1,12,15,3,2,14,14,3,9,0,0
2,12,15,4,2,14,14,3,12,0,0
1,13,15,3,2,14,14,3,9,0,0
2,13,15,5,2,14,14,3,15,0,0
1,14,15,5,2,14,14,3,15,0,0
2,14,15,3,2,14,14,3,9,0,0
1,15,15,5,2,14,14,3,15,0,0
2,15,15,7,2,14,14,3,21,0,0
1,10,16,4,2,14,14,3,12,0,0
2,10,16,6,2,14,14,3,18,0,0
1,11,16,0,2,14,14,3,0,0,0
2,11,16,6,2,14,14,3,18,0,0
1,12,16,0,2,14,14,3,0,0,0
2,12,16,9,2,14,14,3,27,0,0
1,13,16,1,2,14,14,3,3,0,0
2,13,16,3,2,14,14,3,9,0,0
1,14,16,0,2,14,14,3,0,0,0
2,14,16,6,2,14,14,3,18,0,0
1,15,16,1,2,14,14,3,3,0,0
2,15,16,4,2,14,14,3,12,0,0
1,10,17,0,2,14,14,3,0,0,0
2,10,17,4,2,14,14,3,12,0,0
1,11,17,1,2,14,14,3,3,0,0
2,11,17,4,2,14,14,3,12,0,0
1,12,17,0,2,14,14,3,0,0,0
2,12,17,3,2,14,14,3,9,0,0
1,13,17,0,2,14,14,3,0,0,0
2,13,17,1,2,14,14,3,3,0,0
1,14,17,1,2,14,14,3,3,0,0
2,14,17,0,2,14,14,3,0,0,0
1,15,17,0,2,14,14,3,0,0,0
2,15,17,2,2,14,14,3,6,0,0
1,10,18,0,2,14,14,3,0,0,0
2,10,18,4,2,14,14,3,12,0,0
1,11,18,0,2,14,14,3,0,0,0
2,11,18,7,2,14,14,3,21,0,0
1,12,18,0,2,14,14,3,0,0,0
2,12,18,2,2,14,14,3,6,0,0
1,13,18,0,2,14,14,3,0,0,0
2,13,18,3,2,14,14,3,9,0,0
1,14,18,0,2,14,14,3,0,0,0
2,14,18,1,2,14,14,3,3,0,0
1,15,18,0,2,14,14,3,0,0,0
2,15,18,4,2,14,14,3,12,0,0
1,10,19,0,2,14,14,3,0,0,0
2,10,19,1,2,14,14,3,3,0,0
1,11,19,0,2,14,14,3,0,0,0
2,11,19,4,2,14,14,3,12,0,0
1,12,19,0,2,14,14,3,0,0,0
2,12,19,0,2,14,14,3,0,0,0
1,13,19,0,2,14,14,3,0,0,0
2,13,19,2,2,14,14,3,6,0,0
1,14,19,0,2,14,14,3,0,0,0
2,14,19,1,2,14,14,3,3,0,0
1,15,19,0,2,14,14,3,0,0,0
2,15,19,2,2,14,14,3,6,0,0
1,10,20,0,2,14,14,3,0,0,0
2,10,20,3,2,14,14,3,9,0,0
1,11,20,0,2,14,14,3,0,0,0
2,11,20,0,2,14,14,3,0,0,0
1,12,20,0,2,14,14,3,0,0,0
2,12,20,3,2,14,14,3,9,0,0
1,13,20,0,2,14,14,3,0,0,0
2,13,20,2,2,14,14,3,6,0,0
1,14,20,0,2,14,14,3,0,0,0
2,14,20,3,2,14,14,3,9,0,0
1,15,20,0,2,14,14,3,0,0,0
2,15,20,0,2,14,14,3,0,0,0
1,10,21,0,2,14,14,3,0,0,0
2,10,21,1,2,14,14,3,3,0,0
1,11,21,0,2,14,14,3,0,0,0
2,11,21,1,2,14,14,3,3,0,0
1,12,21,0,2,14,14,3,0,0,0
2,12,21,1,2,14,14,3,3,0,0
1,13,21,0,2,14,14,3,0,0,0
2,13,21,1,2,14,14,3,3,0,0
1,14,21,0,2,14,14,3,0,0,0
2,14,21,0,2,14,14,3,0,0,0
1,15,21,0,2,14,14,3,0,0,0
2,15,21,1,2,14,14,3,3,0,0
1,10,22,0,2,14,14,3,0,0,0
2,10,22,0,2,14,14,3,0,0,0
1,11,22,0,2,14,14,3,0,0,0
2,11,22,0,2,14,14,3,0,0,0
1,12,22,0,2,14,14,3,0,0,0
2,12,22,0,2,14,14,3,0,0,0
1,13,22,0,2,14,14,3,0,0,0
2,13,22,0,2,14,14,3,0,0,0
1,14,22,0,2,14,14,3,0,0,0
2,14,22,0,2,14,14,3,0,0,0
1,15,22,0,2,14,14,3,0,0,0
2,15,22,0,2,14,14,3,0,0,0
1,10,1,11,1,15,14,7,77,0,0
2,10,1,16,1,15,14,7,112,0,0
1,11,1,13,1,15,14,7,91,0,0
2,11,1,12,1,15,14,7,84,0,0
1,12,1,9,1,15,14,7,63,0,0
2,12,1,16,1,15,14,7,112,0,0
1,13,1,8,1,15,14,7,56,0,0
2,13,1,12,1,15,14,7,84,0,0
1,14,1,15,1,15,14,7,105,0,0
2,14,1,21,1,15,14,7,147,0,0
1,15,1,16,1,15,14,7,112,0,0
2,15,1,18,1,15,14,7,126,0,0
1,10,2,13,1,15,14,7,91,0,0
2,10,2,9,1,15,14,7,63,0,0
1,11,2,15,1,15,14,7,105,0,0
2,11,2,17,1,15,14,7,119,0,0
1,12,2,14,1,15,14,7,98,0,0
2,12,2,16,1,15,14,7,112,0,0
1,13,2,13,1,15,14,7,91,0,0
2,13,2,10,1,15,14,7,70,0,0
1,14,2,12,1,15,14,7,84,0,0
2,14,2,10,1,15,14,7,70,0,0
1,15,2,9,1,15,14,7,63,0,0
2,15,2,17,1,15,14,7,119,0,0
1,10,3,21,1,15,14,7,147,0,0
2,10,3,29,1,15,14,7,203,0,0
1,11,3,19,1,15,14,7,133,0,0
2,11,3,27,1,15,14,7,189,0,0
1,12,3,20,1,15,14,7,140,0,0
2,12,3,22,1,15,14,7,154,0,0
1,13,3,22,1,15,14,7,154,0,0
2,13,3,21,1,15,14,7,147,0,0
1,14,3,28,1,15,14,7,196,0,0
2,14,3,19,1,15,14,7,133,0,0
1,15,3,16,1,15,14,7,112,0,0
2,15,3,17,1,15,14,7,119,0,0
1,10,4,19,1,15,14,7,133,0,0
2,10,4,10,1,15,14,7,70,0,0
1,11,4,20,1,15,14,7,140,0,0
2,11,4,21,1,15,14,7,147,0,0
1,12,4,18,1,15,14,7,126,0,0
2,12,4,15,1,15,14,7,105,0,0
1,13,4,32,1,15,14,7,224,0,0
2,13,4,23,1,15,14,7,161,0,0
1,14,4,17,1,15,14,7,119,0,0
2,14,4,21,1,15,14,7,147,0,0
1,15,4,26,1,15,14,7,182,0,0
2,15,4,21,1,15,14,7,147,0,0
1,10,5,14,1,15,14,7,98,0,0
2,10,5,17,1,15,14,7,119,0,0
1,11,5,25,1,15,14,7,175,0,0
2,11,5,16,1,15,14,7,112,0,0
1,12,5,29,1,15,14,7,203,0,0
2,12,5,18,1,15,14,7,126,0,0
1,13,5,23,1,15,14,7,161,0,0
2,13,5,19,1,15,14,7,133,0,0
1,14,5,18,1,15,14,7,126,0,0
2,14,5,23,1,15,14,7,161,0,0
1,15,5,21,1,15,14,7,147,0,0
2,15,5,28,1,15,14,7,196,0,0
1,10,6,17,1,15,14,7,119,0,0
2,10,6,13,1,15,14,7,91,0,0
1,11,6,10,1,15,14,7,70,0,0
2,11,6,9,1,15,14,7,63,0,0
1,12,6,16,1,15,14,7,112,0,0
2,12,6,18,1,15,14,7,126,0,0
1,13,6,9,1,15,14,7,63,0,0
2,13,6,19,1,15,14,7,133,0,0
1,14,6,16,1,15,14,7,112,0,0
2,14,6,18,1,15,14,7,126,0,0
1,15,6,9,1,15,14,7,63,0,0
2,15,6,13,1,15,14,7,91,0,0
1,10,7,10,1,15,14,7,70,0,0
2,10,7,4,1,15,14,7,28,0,0
1,11,7,12,1,15,14,7,84,0,0
2,11,7,10,1,15,14,7,70,0,0
1,12,7,13,1,15,14,7,91,0,0
2,12,7,2,1,15,14,7,14,0,0
1,13,7,8,1,15,14,7,56,0,0
2,13,7,3,1,15,14,7,21,0,0
1,14,7,6,1,15,14,7,42,0,0
2,14,7,6,1,15,14,7,42,0,0
1,15,7,9,1,15,14,7,63,0,0
2,15,7,5,1,15,14,7,35,0,0
1,10,8,12,1,15,14,7,84,0,0
2,10,8,5,1,15,14,7,35,0,0
1,11,8,12,1,15,14,7,84,0,0
2,11,8,10,1,15,14,7,70,0,0
1,12,8,8,1,15,14,7,56,0,0
2,12,8,5,1,15,14,7,35,0,0
1,13,8,10,1,15,14,7,70,0,0
2,13,8,6,1,15,14,7,42,0,0
1,14,8,10,1,15,14,7,70,0,0
2,14,8,6,1,15,14,7,42,0,0
1,15,8,9,1,15,14,7,63,0,0
2,15,8,6,1,15,14,7,42,0,0
1,10,9,12,1,15,14,7,84,0,0
2,10,9,11,1,15,14,7,77,0,0
1,11,9,9,1,15,14,7,63,0,0
2,11,9,9,1,15,14,7,63,0,0
1,12,9,11,1,15,14,7,77,0,0
2,12,9,10,1,15,14,7,70,0,0
1,13,9,10,1,15,14,7,70,0,0
2,13,9,5,1,15,14,7,35,0,0
1,14,9,13,1,15,14,7,91,0,0
2,14,9,11,1,15,14,7,77,0,0
1,15,9,10,1,15,14,7,70,0,0
2,15,9,10,1,15,14,7,70,0,0
1,10,10,9,1,15,14,7,63,0,0
2,10,10,11,1,15,14,7,77,0,0
1,11,10,17,1,15,14,7,119,0,0
2,11,10,8,1,15,14,7,56,0,0
1,12,10,9,1,15,14,7,63,0,0
2,12,10,3,1,15,14,7,21,0,0
1,13,10,11,1,15,14,7,77,0,0
2,13,10,14,1,15,14,7,98,0,0
1,14,10,4,1,15,14,7,28,0,0
2,14,10,13,1,15,14,7,91,0,0
1,15,10,12,1,15,14,7,84,0,0
2,15,10,9,1,15,14,7,63,0,0
1,10,11,13,1,15,14,7,91,0,0
2,10,11,11,1,15,14,7,77,0,0
1,11,11,10,1,15,14,7,70,0,0
2,11,11,10,1,15,14,7,70,0,0
1,12,11,14,1,15,14,7,98,0,0
2,12,11,11,1,15,14,7,77,0,0
1,13,11,15,1,15,14,7,105,0,0
2,13,11,7,1,15,14,7,49,0,0
1,14,11,6,1,15,14,7,42,0,0
2,14,11,10,1,15,14,7,70,0,0
1,15,11,12,1,15,14,7,84,0,0
2,15,11,10,1,15,14,7,70,0,0
1,10,12,11,1,15,14,7,77,0,0
2,10,12,7,1,15,14,7,49,0,0
1,11,12,11,1,15,14,7,77,0,0
2,11,12,9,1,15,14,7,63,0,0
1,12,12,11,1,15,14,7,77,0,0
2,12,12,6,1,15,14,7,42,0,0
1,13,12,12,1,15,14,7,84,0,0
2,13,12,7,1,15,14,7,49,0,0
1,14,12,7,1,15,14,7,49,0,0
2,14,12,4,1,15,14,7,28,0,0
1,15,12,12,1,15,14,7,84,0,0
2,15,12,12,1,15,14,7,84,0,0
1,10,13,9,1,15,14,7,63,0,0
2,10,13,8,1,15,14,7,56,0,0
1,11,13,8,1,15,14,7,56,0,0
2,11,13,9,1,15,14,7,63,0,0
1,12,13,8,1,15,14,7,56,0,0
2,12,13,11,1,15,14,7,77,0,0
1,13,13,2,1,15,14,7,14,0,0
2,13,13,9,1,15,14,7,63,0,0
1,14,13,8,1,15,14,7,56,0,0
2,14,13,8,1,15,14,7,56,0,0
1,15,13,6,1,15,14,7,42,0,0
2,15,13,8,1,15,14,7,56,0,0
1,10,14,7,1,15,14,7,49,0,0
2,10,14,7,1,15,14,7,49,0,0
1,11,14,4,1,15,14,7,28,0,0
2,11,14,8,1,15,14,7,56,0,0
1,12,14,4,1,15,14,7,28,0,0
2,12,14,9,1,15,14,7,63,0,0
1,13,14,2,1,15,14,7,14,0,0
2,13,14,3,1,15,14,7,21,0,0
1,14,14,2,1,15,14,7,14,0,0
2,14,14,3,1,15,14,7,21,0,0
1,15,14,7,1,15,14,7,21,0,0
2,15,14,7,1,15,14,7,49,0,0
1,10,15,2,1,15,14,7,14,0,0
2,10,15,5,1,15,14,7,35,0,0
1,11,15,2,1,15,14,7,14,0,0
2,11,15,7,1,15,14,7,49,0,0
1,12,15,3,1,15,14,7,21,0,0
2,12,15,4,1,15,14,7,28,0,0
1,13,15,3,1,15,14,7,21,0,0
2,13,15,5,1,15,14,7,35,0,0
1,14,15,5,1,15,14,7,35,0,0
2,14,15,3,1,15,14,7,21,0,0
1,15,15,5,1,15,14,7,35,0,0
2,15,15,7,1,15,14,7,49,0,0
1,10,16,4,1,15,14,7,28,0,0
2,10,16,6,1,15,14,7,42,0,0
1,11,16,0,1,15,14,7,0,0,0
2,11,16,6,1,15,14,7,42,0,0
1,12,16,0,1,15,14,7,0,0,0
2,12,16,9,1,15,14,7,63,0,0
1,13,16,1,1,15,14,7,7,0,0
2,13,16,3,1,15,14,7,21,0,0
1,14,16,0,1,15,14,7,0,0,0
2,14,16,6,1,15,14,7,42,0,0
1,15,16,1,1,15,14,7,7,0,0
2,15,16,4,1,15,14,7,28,0,0
1,10,17,0,1,15,14,7,0,0,0
2,10,17,4,1,15,14,7,28,0,0
1,11,17,1,1,15,14,7,7,0,0
2,11,17,4,1,15,14,7,28,0,1
1,12,17,0,1,15,14,7,0,0,0
2,12,17,3,1,15,14,7,21,0,0
1,13,17,0,1,15,14,7,0,0,0
2,13,17,1,1,15,14,7,7,0,0
1,14,17,1,1,15,14,7,7,0,0
2,14,17,0,1,15,14,7,0,0,0
1,15,17,0,1,15,14,7,0,0,0
2,15,17,2,1,15,14,7,14,0,0
1,10,18,0,1,15,14,7,0,0,0
2,10,18,4,1,15,14,7,28,0,0
1,11,18,0,1,15,14,7,0,0,0
2,11,18,7,1,15,14,7,49,0,0
1,12,18,0,1,15,14,7,0,0,0
2,12,18,2,1,15,14,7,14,0,0
1,13,18,0,1,15,14,7,0,0,0
2,13,18,3,1,15,14,7,21,0,0
1,14,18,0,1,15,14,7,0,0,0
2,14,18,1,1,15,14,7,7,0,0
1,15,18,0,1,15,14,7,0,0,0
2,15,18,4,1,15,14,7,28,0,0
1,10,19,0,1,15,14,7,0,0,0
2,10,19,1,1,15,14,7,7,0,0
1,11,19,0,1,15,14,7,0,0,0
2,11,19,4,1,15,14,7,28,0,0
1,12,19,0,1,15,14,7,0,0,0
2,12,19,0,1,15,14,7,0,0,0
1,13,19,0,1,15,14,7,0,0,0
2,13,19,2,1,15,14,7,14,0,0
1,14,19,0,1,15,14,7,0,0,0
2,14,19,1,1,15,14,7,7,0,0
1,15,19,0,1,15,14,7,0,0,0
2,15,19,2,1,15,14,7,14,0,0
1,10,20,0,1,15,14,7,0,0,0
2,10,20,3,1,15,14,7,21,0,0
1,11,20,0,1,15,14,7,0,0,0
2,11,20,0,1,15,14,7,0,0,0
